region,name,link,title
KE,Viliam Novotný,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_NovotnyViliam.pdf,"Viliam Novotný (PDF, 340 kB)"
KE,Erik Ňarjaš,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_NarjasErik.pdf,"Erik Ňarjaš (PDF, 538 kB)"
KE,Karol Pataky,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_PatakyKarol.pdf,"Karol Pataky (PDF, 411 kB)"
KE,Peter Petrikán,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_PetrikanPeter.pdf,"Peter Petrikán (PDF, 842 kB)"
KE,Oliver Petrík,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_PetrikOliver.pdf,"Oliver Petrík (PDF, 1 MB)"
KE,Igor Petrovčík,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_PetrovcikIgor.pdf,"Igor Petrovčík (PDF, 130 kB)"
KE,Emil Petrvalský,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_PetrvalskyEmil.pdf,"Emil Petrvalský (PDF, 842 kB)"
KE,Jaroslav Polaček,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_PolacekJaroslav.pdf,"Jaroslav Polaček (PDF, 740 kB)"
KE,Pavol Priester,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_PriesterPavol.pdf,"Pavol Priester (PDF, 5 MB)"
KE,Michal Rečka,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_ReckaMichal.pdf,"Michal Rečka (PDF, 104 kB)"
KE,Marián Sejna,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_SejnaMarian.pdf,"Marián Sejna (PDF, 753 kB)"
KE,Martin Seman,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_SemanMartin.pdf,"Martin Seman (PDF, 3 MB)"
KE,Erik Sibal,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_SibalErik.pdf,"Erik Sibal (PDF, 342 kB)"
KE,Juraj Sinay,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_SinayJuraj.pdf,"Juraj Sinay (PDF, 571 kB)"
KE,Andrej Sitkár,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_SitkarAndrej.pdf,"Andrej Sitkár (PDF, 772 kB)"
KE,Ján Sklár,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_SklarJan.pdf,"Ján Sklár (PDF, 868 kB)"
KE,Ján Slovák,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_SlovakJan.pdf,"Ján Slovák (PDF, 851 kB)"
KE,Dušana Sobodová,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_SobodovaDusana.pdf,"Dušana Sobodová (PDF, 598 kB)"
KE,Monika Sofiya Soročinová,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_SorocinovaMonika.pdf,"Monika Sofiya Soročinová (PDF, 656 kB)"
KE,Tímea Sotáková,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_SotakovaTimea.pdf,"Tímea Sotáková (PDF, 395 kB)"
KE,Vladislav Stanko,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_StankoVladislav.pdf,"Vladislav Stanko (PDF, 214 kB)"
KE,Róbert Suja,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_SujaRobert.pdf,"Róbert Suja (PDF, 219 kB)"
KE,Anna Súkeníková,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_SukenikovaAnna.pdf,"Anna Súkeníková (PDF, 714 kB)"
KE,Marcel Šaňa,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_SanaMarcel.pdf,"Marcel Šaňa (PDF, 725 kB)"
KE,Ondrej Štefík,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_StefikOndrej.pdf,"Ondrej Štefík (PDF, 789 kB)"
KE,František Ténai,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_TenaiFrantisek.pdf,"František Ténai (PDF, 778 kB)"
KE,Andrea Tragalová,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_TragalovaAndrea.pdf,"Andrea Tragalová (PDF, 61 kB)"
KE,Rastislav Trnka,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_TrnkaRastislav.pdf,"Rastislav Trnka (PDF, 3 MB)"
KE,Miroslav Tuleja,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_TulejaMiroslav.pdf,"Miroslav Tuleja (PDF, 130 kB)"
KE,Marcel Vrchota,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_VrchotaMarcel.pdf,"Marcel Vrchota (PDF, 1 MB)"
KE,Beata Zemková,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_ZemkovaBeata.pdf,"Beata Zemková (PDF, 858 kB)"
KE,Natália Železníková,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_58kampan_ke/KE_ZeleznikovaNatalia.pdf,"Natália Železníková (PDF, 896 kB)"
NR,Marta Balážová,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_BalazovaMarta.pdf,"Marta Balážová (PDF, 3 MB)"
NR,Branislav Becík,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_BecikBranislav.pdf,"Branislav Becík (PDF, 893 kB)"
NR,Milan Belica,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_BelicaMilan.pdf,"Milan Belica (PDF, 790 kB)"
NR,Jozef Belický,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_BelickyJozef.pdf,"Jozef Belický (PDF, 107 kB)"
NR,Eva Bielik Hajdamárová,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_BielikHajdamarovaEva.pdf,"Eva Bielik Hajdamárová (PDF, 857 kB)"
NR,Peter Bodoki,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_BodokiPeter.pdf,"Peter Bodoki (PDF, 853 kB)"
NR,Tibor Csenger,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_CsengerTibor.pdf,"Tibor Csenger (PDF, 293 kB)"
NR,Tímea Etheykatz,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_EtheykatzTimea.pdf,"Tímea Etheykatz (PDF, 635 kB)"
NR,Marcel Filaga,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_FilagaMarcel.pdf,"Marcel Filaga (PDF, 7 MB)"
NR,Alexandra Gieciová,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_GieciovaAlexandra.pdf,"Alexandra Gieciová (PDF, 109 kB)"
NR,Martina Holečková,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_HoleckovaMartina.pdf,"Martina Holečková (PDF, 2 MB)"
NR,Árpád Hováth,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_HorvathArpad.pdf,"Árpád Hováth (PDF, 1 MB)"
NR,Ondrej Juhász,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_JuhaszOndrej.pdf,"Ondrej Juhász (PDF, 831 kB)"
NR,Ildikó Kečkéš,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_KeckesIldiko.pdf,"Ildikó Kečkéš (PDF, 386 kB)"
NR,Otokar Klein,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_KleinOtokar.pdf,"Otokar Klein (PDF, 841 kB)"
NR,Renáta Kolenčíková,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_KolencikovaRenata.pdf,"Renáta Kolenčíková (PDF, 86 kB)"
NR,Ján Krtík,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_KrtikJan.pdf,"Ján Krtík (PDF, 806 kB)"
NR,Igor Kúdela,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_KudelaIgor.pdf,"Igor Kúdela (PDF, 792 kB)"
NR,Martin Kusenda,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_KusendaMartin.pdf,"Martin Kusenda (PDF, 1 MB)"
NR,Ctibor Melich,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_MelichCtibor.pdf,"Ctibor Melich (PDF, 3 MB)"
NR,Tomáš Mészáros,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_MeszarosTomas.pdf,"Tomáš Mészáros (PDF, 169 kB)"
NR,Viktor Németh,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_NemethViktor.pdf,"Viktor Németh (PDF, 495 kB)"
NR,Pavol Obertáš,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_ObertasPavol.pdf,"Pavol Obertáš (PDF, 4 MB)"
NR,Marek Oremus,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_OremusMarek.pdf,"Marek Oremus (PDF, 917 kB)"
NR,Anita Petkovová,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_PetkovovaAnita.pdf,"Anita Petkovová (PDF, 3 MB)"
NR,Peter Podbehlý,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_PodbehlyPeter.pdf,"Peter Podbehlý (PDF, 817 kB)"
NR,Eva Polerecká,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_PolereckaEva.pdf,"Eva Polerecká (PDF, 527 kB)"
NR,Roman Porubský,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_PorubskyRoman.pdf,"Roman Porubský (PDF, 3 MB)"
NR,Peter Pukan,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_PukanPeter.pdf,"Peter Pukan (PDF, 780 kB)"
NR,Štefan Pupák,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_PupakStefan.pdf,"Štefan Pupák (PDF, 1 MB)"
NR,Dalimír Solčanský,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_SolcanskyDalimir.pdf,"Dalimír Solčanský (PDF, 473 kB)"
NR,Eugen Szabó,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_SzaboEugen.pdf,"Eugen Szabó (PDF, 678 kB)"
NR,Milan Španír,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_SpanirMilan.pdf,"Milan Španír (PDF, 743 kB)"
NR,Jozef Šuchter,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_SuchterJozef.pdf,"Jozef Šuchter (PDF, 877 kB)"
NR,Marián Tóth,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_TothMarian.pdf,"Marián Tóth (PDF, 458 kB)"
NR,Pál Zachar,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_ZacharPal.pdf,"Pál Zachar (PDF, 2 MB)"
NR,Peter Závodský,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_54kampan_nr/NR_ZavodskyPeter.pdf,"Peter Závodský (PDF, 897 kB)"
PO,Vladimír Adamkovič,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_AdamkovicVladimir.pdf,"Vladimír Adamkovič (PDF, 740 kB)"
PO,Ján Andrejko,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_AndrejkoJan.pdf,"Ján Andrejko (PDF, 140 kB)"
PO,Daniel Barnišin,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_BarnisinDaniel.pdf,"Daniel Barnišin (PDF, 710 kB)"
PO,Zuzana Bednárová,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_BednarovaZuzana.pdf,"Zuzana Bednárová (PDF, 302 kB)"
PO,Patrik Benčík,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_BencikPatrik.pdf,"Patrik Benčík (PDF, 345 kB)"
PO,Artúr Benes,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_BenesArtur.pdf,"Artúr Benes (PDF, 122 kB)"
PO,Ondrej Brendza,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_BrendzaOndrej.pdf,"Ondrej Brendza (PDF, 800 kB)"
PO,Marta Britaňáková,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_BritanakovaMarta.pdf,"Marta Britaňáková (PDF, 501 kB)"
PO,Martin Buzáš,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_BuzasMartin.pdf,"Martin Buzáš (PDF, 904 kB)"
PO,Jozef Cvoliga,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_CvoligaJozef.pdf,"Jozef Cvoliga (PDF, 746 kB)"
PO,Anton Danko,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_DankoAnton.pdf,"Anton Danko (PDF, 187 kB)"
PO,Peter Duda,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_DudaPeter.pdf,"Peter Duda (PDF, 754 kB)"
PO,Peter Dujava,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_DujavaPeter.pdf,"Peter Dujava (PDF, 556 kB)"
PO,Martin Eštočák,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_EstocakMartin.pdf,"Martin Eštočák (PDF, 1 MB)"
PO,Angela Františková,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_FrantiskovaAngela.pdf,"Angela Františková (PDF, 448 kB)"
PO,Daniela Galandová,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_GalandovaDaniela.pdf,"Daniela Galandová (PDF, 849 kB)"
PO,Ľubomír Gergeľ,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_GergelLubomir.pdf,"Ľubomír Gergeľ (PDF, 1 MB)"
PO,Pavel Hagyari,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_HagyariPavel.pdf,"Pavel Hagyari (PDF, 824 kB)"
PO,Boris Hanuščak,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_HanuscakBoris.pdf,"Boris Hanuščak (PDF, 472 kB)"
PO,Marek Hrabčák,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_HrabcakMarek.pdf,"Marek Hrabčák (PDF, 317 kB)"
PO,Lukáš Chovaňák,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_ChovanakLukas.pdf,"Lukáš Chovaňák (PDF, 2 MB)"
PO,Marcela Ivančová,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_IvancovaMarcela.pdf,"Marcela Ivančová (PDF, 804 kB)"
PO,Vladimír Jánošík,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_JanosikVladimir.pdf,"Vladimír Jánošík (PDF, 830 kB)"
PO,Viliam Kall,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_KallViliam.pdf,"Viliam Kall (PDF, 792 kB)"
PO,Michal Kaliňák,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_KalinakMichal.pdf,"Michal Kaliňák (PDF, 611 kB)"
PO,Tomáš Kirňák,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_KirnakTomas.pdf,"Tomáš Kirňák (PDF, 780 kB)"
PO,Štefan Kiška,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_KiskaStefan.pdf,"Štefan Kiška (PDF, 2 MB)"
PO,Miroslav Koščák,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_KoscakMiroslav.pdf,"Miroslav Koščák (PDF, 324 kB)"
PO,Filip Kuffa,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_KuffaFilip.pdf,"Filip Kuffa (PDF, 117 kB)"
PO,František Majerský,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_MajerskyFrantisek.pdf,"František Majerský (PDF, 857 kB)"
PO,Milan Mazurek,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_MazurekMilan.pdf,"Milan Mazurek (PDF, 765 kB)"
PO,Miloš Meričko,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_MerickoMilos.pdf,"Miloš Meričko (PDF, 805 kB)"
PO,Jozef Mihalčin,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_MihalcinJozef.pdf,"Jozef Mihalčin (PDF, 542 kB)"
PO,Slavomír Novák,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_NovakSlavomir.pdf,"Slavomír Novák (PDF, 1 MB)"
PO,Miloslav Olejár,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_OlejarMiloslav.pdf,"Miloslav Olejár (PDF, 2 MB)"
PO,František Oľha,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_OlhaFrantisek.pdf,"František Oľha (PDF, 516 kB)"
PO,Stanislav Onderišin,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_OnderisinStanislav.pdf,"Stanislav Onderišin (PDF, 1 MB)"
PO,Ján Ondrišík,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_OndrisikJan.pdf,"Ján Ondrišík (PDF, 6 MB)"
PO,Beáta Pribulová,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_PribulovaBeata.pdf,"Beáta Pribulová (PDF, 838 kB)"
PO,Ján Ragan,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_RaganJan.pdf,"Ján Ragan (PDF, 460 kB)"
PO,Michal Repaský,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_RepaskyMichal.pdf,"Michal Repaský (PDF, 831 kB)"
PO,Katarína Siváková,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_SivakovaKatarina.pdf,"Katarína Siváková (PDF, 4 MB)"
PO,Stanislav Soroka,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_SorokaStanislav.pdf,"Stanislav Soroka (PDF, 959 kB)"
PO,Miloš Stronček,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_StroncekMilos.pdf,"Miloš Stronček (PDF, 4 MB)"
PO,Tomáš Šimoňák,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_SimonakTomas.pdf,"Tomáš Šimoňák (PDF, 917 kB)"
PO,Miroslav Škvarek,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_SkvarekMiroslav.pdf,"Miroslav Škvarek (PDF, 228 kB)"
PO,Ján Štovka,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_StovkaJan.pdf,"Ján Štovka (PDF, 644 kB)"
PO,Ľuboš Tomko,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_TomkoLubos.pdf,"Ľuboš Tomko (PDF, 794 kB)"
PO,Miroslav Vilkovský,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_VilkovskyMiroslav.pdf,"Miroslav Vilkovský (PDF, 883 kB)"
PO,Vladislav Višňovský,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_VisnovskyVladislav.pdf,"Vladislav Višňovský (PDF, 8 MB)"
PO,Dáša Vojsovičová,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_VojsovicovaDasa.pdf,"Dáša Vojsovičová (PDF, 496 kB)"
PO,Ján Vook,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_VookJan.pdf,"Ján Vook (PDF, 342 kB)"
PO,Peter Zibura,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_57kampan_po/PO_ZiburaPeter.pdf,"Peter Zibura (PDF, 775 kB)"
TN,Leopold Barszcz,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_53kampan_tn/TN_BarszczLeopold.pdf,"Leopold Barszcz (PDF, 768 kB)"
TN,Jaroslav Baška,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_53kampan_tn/TN_BaskaJaroslav.pdf,"Jaroslav Baška (PDF, 849 kB)"
TN,Katarína Beranová,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_53kampan_tn/TN_BeranovaKatarina.pdf,"Katarína Beranová (PDF, 695 kB)"
TN,Jozef Božik,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_53kampan_tn/TN_BozikJozef.pdf,"Jozef Božik (PDF, 816 kB)"
TN,Pavol Crkoň,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_53kampan_tn/TN_CrkonPavol.pdf,"Pavol Crkoň (PDF, 603 kB)"
TN,Róbert Gašparík,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_53kampan_tn/TN_GasparikRobert.pdf,"Róbert Gašparík (PDF, 728 kB)"
TN,Branislav Gigac,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_53kampan_tn/TN_GigacBranislav.pdf,"Branislav Gigac (PDF, 1 MB)"
TN,Maroš Greschner,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_53kampan_tn/TN_GreschnerMaros.pdf,"Maroš Greschner (PDF, 3 MB)"
TN,Silvia Grúberová,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_53kampan_tn/TN_GruberovaSilvia.pdf,"Silvia Grúberová (PDF, 451 kB)"
TN,Ľubomír Halabrín,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_53kampan_tn/TN_HalabrinLubomir.pdf,"Ľubomír Halabrín (PDF, 821 kB)"
TN,Jozef Hatvanyi,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_53kampan_tn/TN_HatvanyiJozef.pdf,"Jozef Hatvanyi (PDF, 76 kB)"
TN,Katarína Heneková,https://www.minv.sk/swift_data/source/verejna_sprava/volby_a_referendum/200_selfgov22/sg22_53kampan_tn/TN_HenekovaKatarina.pdf,"Katarína Heneková (PDF, 839 kB)"
