Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
141084572414530,Jan Ivanecky,Magyar Szövetség - Maďarská Aliancia,438,32
197450020128259,Lucia Yar • Kandidátka PS do Európskeho parlamentu,Progresívne Slovensko,436,8
100268974859370,Miroslav Čellár,HLAS - sociálna demokracia,416,15
102146246492040,SMER - SSD,SMER - SD,415,8
297516480111298,Andreas Rusnák • Progresívne Slovensko,Progresívne Slovensko,415,14
895419443967530,Erik Gemzický,HLAS - sociálna demokracia,403,13
166688783394167,Bratislava - hlavné mesto SR,Mesto Bratislava,402,5
339528979423925,Aktuality.sk,Ringier Slovakia Media s.r.o.,392,4
110389031408012,Magyar Szövetség,Magyar Szövetség - Maďarská aliancia,362,3
147166706140048,Martin Hojsík,Progresívne Slovensko,344,73
251827211357220,Drab Melinda,Magyar Szövetség - Maďarská aliancia,335,3
391017845719,Martin Poliačik,Progresívne Slovensko,334,22
1632554420365677,Sóda,Sóda by O2 Slovakia,330,2
100612851457308,Matúš Šutaj Eštok,Matúš Šutaj Eštok,324,30
223440730864000,Kristína Kubíková,HLAS - sociálna demokracia,311,13
103898804596668,Peter Pollák jr. - Poslanec NRSR,Hnutie Slovensko,309,1
"1,47284E+15",Nadácia Zastavme korupciu,Nadácia Zastavme korupciu,305,13
"1,11831E+15",Eugen Jurzyca,Sloboda a Solidarita,293,34
184760561603680,Richard Sulík,Sloboda a Solidarita,292,9
618167765286261,EDYN,EDYN n.o.,274,5
235962042941173,Vojtech Semeth - kandidát na poslanca Európskeho parlamentu,HLAS - sociálna demokracia,255,8
458474284588154,Volt Slovensko,Volt Slovensko,239,16
111252961056929,Milan Dubec,Milan Dubec,236,9
156379697555913,"Július Jakab - financie, fakty a dáta",Hnutie SLOVENSKO,217,2
594790970995799,Miriam Lexmann,Miriam Lexmann,215,2
2096080187175376,Mag Fodor Enikő,Magyar Szövetség - Maďarská aliancia,215,2
829246250528166,Republiková únia zamestnávateľov,Republiková únia zamestnávateľov,214,10
134263450503360,Veronika Ostrihonova,Progresívne Slovensko,213,10
112357895192364,Brunczlík Viktor,Magyar Szövetség - Maďarská aliancia,213,7
108134068532405,Zdravotnícke správy,Zdravotnícke správy,208,12
101522455351569,Republika,REPUBLIKA,201,17
164172194810,VIA IURIS,VIA IURIS,200,1
288447254691571,Veronika Remišová,Hnutie Slovensko,200,3
234030556972158,Karol Galek,Sloboda a Solidarita,199,1
608493236475568,Pavol Slota • DOMOV - Národná strana,DOMOV národná strana,191,11
102200698451761,Gyimesi György,Gyimesi György,185,6
236638762874127,Alena Novotná,KDH,177,6
101379528135365,Vladimíra Marcinková,Sloboda a Solidarita,177,2
1402157100065393,Ľubomír Galko - kandidát na europoslanca,Hnutie SLOVENSKO,175,8
1552624815015371,SPP - distribúcia,SPP - distribúcia,169,6
134871799897346,UNICEF Slovensko,Slovenská nadácia pre UNICEF,169,9
109590558726150,Monika Podhorány Masariková - Demokrati,Demokrati,160,2
457124584400548,Rasťo TRNKA,Rastislav Trnka,160,3
317931964732894,Patasi Ilona,Magyar Szövetség - Maďarská aliancia,157,2
1246198415483598,Milan Ftorek - Reštart Martina,Milan Ftorek - Reštart Martina,150,3
109628675248068,JOJ 24,JOJ 24,147,1
103463285493111,Nezlomní,Marcel Rebro,147,3
1461718484118285,Niké je tipovanie,Niké je tipovanie,145,1
111165370750,Amnesty International Slovakia,Amnesty International Slovakia,143,3
100686359349358,Martina Holečková,Martina Holečková,142,9
309315359104222,Milan Majerský,KDH,139,5
584248208261545,Národný pochod za život,Národný pochod za život,137,3
101888632289095,Filip Urminský - kandidát na poslanca Európskeho parlamentu,HLAS - sociálna demokracia,133,5
151962591495628,Richard Raši,HLAS - sociálna demokracia,126,23
1555021474808039,Richard Takáč - minister pôdohospodárstva a rozvoja vidieka,SMER - SD,111,7
2114747078615092,Tibor Gašpar,SMER - SD,105,2
2631817786833672,Michal Wiezik • Za zelenú Európu,Progresívne Slovensko,104,8
2001358070115171,Jaro Polaček,Jaroslav Polaček,104,6
