Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
557862947737785,Progresívne Slovensko,Progresívne Slovensko,3780,20
100171861388723,Branislav Becík,HLAS - sociálna demokracia,2473,12
178362315106,European Parliament,European Parliament,2314,32
104590499363251,Ľudovít Ódor,Progresívne Slovensko,1518,15
193258414360612,Milan Uhrík • Republika,REPUBLIKA,1493,10
732167026967322,Robert Fico,SMER - SD,1245,7
829031324096235,Orosz Örs,Magyar Szövetség - Maďarská aliancia,1157,12
2259255957732720,Miroslav Kocúr • Progresívne Slovensko,Progresívne Slovensko,1039,32
194278021265803,Michal Šimečka • Progresívne Slovensko,Progresívne Slovensko,1000,4
102146246492040,SMER - SSD,SMER - SD,971,11
147547541961576,Council of the European Union,Council of the European Union,863,23
339528979423925,Aktuality.sk,Ringier Slovakia Media s.r.o.,727,4
150674111712306,OBYČAJNÍ ĽUDIA a nezávislé osobnosti,SLOVENSKO,674,10
122074554119,EU Social,"Európska Komisia - Zamestnanosť, sociálne záležitosti a začlenenie",656,8
458474284588154,Volt Slovensko,Volt Slovensko,634,18
110389031408012,Magyar Szövetség,Magyar Szövetség - Maďarská aliancia,621,3
163449818290,KDH,KDH,551,17
149858278219130,Paula Puškárová,HLAS - sociálna demokracia,525,18
2322076957827730,Ladislav Kamenický - minister financií SR,SMER - SD,506,13
115022806551437,Oskar Dvořák • Progresívne Slovensko,Progresívne Slovensko,496,8
111977983820589,Ján Ferenčák,Ján Ferenčák,479,25
1928247723902360,Humánny pokrok,Humánny pokrok,452,50
1057020590987530,Demokrati 2023,Demokrati,448,11
457124584400548,Rasťo TRNKA,Rastislav Trnka,443,6
594790970995799,Miriam Lexmann,KDH,439,21
1555021474808040,Richard Takáč - minister pôdohospodárstva a rozvoja vidieka,SMER - SD,424,13
260530294113765,Milan Krajniak,Kresťanská únia,419,8
100686359349358,Martina Holečková,Martina Holečková,415,14
802573516467334,Juraj Blanár,SMER - SD,413,12
475005065849814,Zastúpenie Európskej komisie na Slovensku,Zastúpenie Európskej komisie na Slovensku,412,9
2631817786833670,Michal Wiezik • Za zelenú Európu,Progresívne Slovensko,405,6
186953775142661,ESET,"ESET, spol. s r.o.",382,11
161175350759976,Berényi József,Magyar Szövetség - Maďarská aliancia,360,6
207289726707929,Milan Mazurek • Republika,REPUBLIKA,359,2
109324785240555,Loretta Pinke,HLAS - sociálna demokracia,354,12
127792263918493,Televízia TA3,Televízia TA3,342,9
484734501561007,Kaufland Slovenská republika,Kaufland Slovenská republika v.o.s.,338,6
71030757230,Sloboda a Solidarita,Sloboda a Solidarita,332,33
101379528135365,Vladimíra Marcinková,Sloboda a Solidarita,273,4
1183320988494280,Michal Považan - kandidát Kresťanskej únie do europarlamentu,Kresťanská únia,268,4
105696625616469,Richard Glück,SMER - SD,262,5
109628675248068,JOJ 24,JOJ 24,252,3
1287561881391100,Jem pre Zem,Humánny pokrok,250,3
137616796101860,Spoločne občania Slovenska,Spoločne občania Slovenska,247,3
53390100905,INESS,INESS,213,7
52904571954,Slovnaft,"Slovnaft, a.s.",209,3
116795486378224,Marián Kéry- poslanec NR SR,SMER - SD,203,6
185784721289451,Braňo Ondruš,HLAS - sociálna demokracia,202,22
265158886676854,Štefan Hamran,Demokrati,200,3
114240485988180,Gabriel Paľa - kandidát na poslanca do Európskeho parlamentu,KDH,198,13
53247283454,Hospodárske noviny,Mafra Slovakia a.s.,188,74
102200698451761,Gyimesi György,Gyimesi György,188,7
118995334628670,Jana Somorovská,Sloboda a Solidarita,184,6
250363328167611,Slavomír Gregorík,KDH,180,17
101522455351569,Republika,REPUBLIKA,180,10
288447254691571,Veronika Remišová,Hnutie Slovensko,175,3
168426906521039,Konzervatívny inštitút M. R. Štefánika,Konzervatívny inštitút M. R. Štefánika,168,4
528116934384090,Mészáros Anikó,Magyar Szövetség - Maďarská aliancia,166,2
324560137683033,Ivan ŠTEFANEC,KDH,158,7
1643155275828460,Ján Mažgút,SMER - SD,150,2
103165802469488,Ľuboš Micheľ - Prešov na úrovni,HLAS - sociálna demokracia,150,2
230876897678714,FUERGY,FUERGY,142,10
1902930980016120,MY Regióny,"Petit Press, a.s., Divízia týždenníkov, o. z.",141,1
1402157100065390,Ľubomír Galko - kandidát na europoslanca,Hnutie SLOVENSKO,140,4
561521547213921,CUS - Centrum účtovníkov Slovenska,"CUS - Centrum účtovníkov Slovenska, s. r. o.",139,15
151962591495628,Richard Raši,HLAS - sociálna demokracia,139,10
197450020128259,Lucia Yar • Kandidátka PS do Európskeho parlamentu,Progresívne Slovensko,135,5
2114282595319490,Za ľudí,Hnutie SLovensko,135,2
113775847050590,HLAS - sociálna demokracia,HLAS - sociálna demokracia,133,2
2001358070115170,Jaro Polaček,Jaroslav Polaček,130,11
367397770311396,Penta - Zlepšujeme zdravotníctvo,Penta Investments,127,8
101376491395473,Roman Mikulec,SLOVENSKO,112,1
288447254691571,Veronika Remišová,ZA ĽUĎÍ,107,5
111410950299518,Iván Tamás,Magyar Szövetség - Maďarská aliancia,104,5
106666545678536,ozdravme.sk,ozdravme s.r.o.,101,3
